Message_id,Movie_name,Message
WP89_holly,The Last Gangster,"I don't know whose kid he is, but he's as game as a pit dog!  That's throwing it in there, kid!  Whoever his old man is, he ought to be proud of him!  Come on, Curly. What are we waiting for?  Wait, don't! Please, don't!"
WP90_holly,The Last Gangster,"Thank you for bringing him back.  With all my heart, I thank you.  You are proud of him, aren't you?  He is the kind of a boy you really hoped for, isn't he?  Isn't he, Joe?"
WP91_holly,The Last Gangster,"I'm going to drop a little note to every newspaper in town.  Going to tell them about your boy.  Going to tell them what you don't seem so proud of anymore.  That he's Joe Krozac's son.  All his little pals are going to know it from now on, Joe."
WP92_holly,Terror Trap,"No disrespect.  None taken.  Can't afford to have pride on a night like this, right?  That's right.  So, did you call a tow truck?"
WP93_holly,Terror Trap,"Took care of them very well.  All right.  Well, I am proud to be an American.  And I hope that you are too.  I am."
WP94_holly,Terror Trap,We lament her loss yet we rejoice in gaining the knowledge  that she still continues to look down upon us.  Let's make Sydney proud.  Go in peace.  This funeral has ended.
WP95_holly,Immigration Tango,"I'm gonna be done in a couple of days.  Mike White, PhD.  I'm so proud of you.  Thank you. I've been, uh... I don't know. I been feeling more passionate lately.  I don't know. I been feeling more passionate lately."
WP96_holly,The Bad Seed,"There's a man that can write. - Mm.  Those pieces from the Pacific during the war.  I'm very proud of him.  The whole country is, but we've disclosed nothing yet.  - Go on with your story, Reggie. - I think we can afford a change of subject."
WP97_holly,The Bad Seed,"You were the only child I ever had.  As I said, you were magic for me.  I was happy and proud to keep going, just for you.  You don't have to say any more.  - I don't, do I? - No."
WP98_holly,Women Aren't Funny,Your name's nowhere to be found.  Awesome.  - It's good. I'm very proud of you. - Yeah. This is... - Very proud. You're gonna do well. - Thank you.  - Very proud. You're gonna do well. - Thank you.  This is gonna be amazing.
WP99_holly,Women Aren't Funny,Awesome.  - It's good. I'm very proud of you. - Yeah. This is... - Very proud. You're gonna do well. - Thank you.  - Very proud. You're gonna do well. - Thank you.  This is gonna be amazing.  Amazing.
WP100_holly,Limelight,"Captain, would you like to contribute?  No, that's all right, put it in.  I've no false pride.  Sit down, have a drink.  Thank you, old man, not during office hours. But I'll sit down."
WP101_holly,Iceberg Slim Portrait of a Pimp,"When mama had finished packing our clothes  And henry lost his inner fight  For his pride and dignity.  He fell down on his knees  And bawled like a scalded child,"
WP102_holly,Iceberg Slim Portrait of a Pimp,"He's one of the pioneers, no doubt about it.  - The book company's called cash money content,  And we definitely proud of the fact  That we publish iceberg slim books.  I think it's important that we protect his legacy."
WP103_holly,Snake & Mongoose,"and how about the deal you put together with Hot Wheels?  I mean, that thing is going to just put this sport right on the map, Tommy.  Your dad would really be proud of you, believe me.  But I haven't won the big one, Ed.  Hey, you're going to have to get over Indy, okay?"
WP104_holly,Good Sam,"My dad still doesn't understand  why I chose to go to journalism school instead of law school like he did.  Yeah, but... I know that your dad is very proud of you.  I know that your dad is very proud of you.  He's slowly warming up to this whole reporter thing."
WP105_holly,Good Sam,"why I chose to go to journalism school instead of law school like he did.  Yeah, but... I know that your dad is very proud of you.  I know that your dad is very proud of you.  He's slowly warming up to this whole reporter thing.  He likes the Good Sam stories I'm doing."
WP106_holly,Good Sam,if they weren't weighed down by where it came from.  I'm really sorry about your brother.  But I think he'd be so proud of what you've done here.  Thanks.  I cannot be your story.
WP107_holly,The Turning Point,"- Do you want to tell her? - No.  - I think it's a fabulous idea. - I do too.  Isn't it wonderful? Aren't you excited? I'm so proud of you. I was so excited... - Has anyone seen my bitch of a wife? - Now, dearie.  - Has anyone seen my bitch of a wife? - Now, dearie.  Very smart of you to do Anna."
WP108_holly,Snow White,"Gus, breathe. Gus, breathe.  I won't leave you, miss.  We used to have pride.  And now we just pilfer and drink,  and dream about when we didn't."
WP109_holly,Snow White,"So, we follow you Princess,  in life and in death.  And we shall have our pride again.  On Gus's soul, this I swear.  ♪ Dark the stars ♪ ♪ And dark the moon. ♪"
WP110_holly,Me and My Gal,"- See what I mean? - I see what you mean. Go on, Lily.  - Say, you know, I was... - Pardon me.  This doll shoppe is my joy and pride.  That is no folderal.  The people come from far and wide"
WP111_holly,The Great Rupert,"You know, a girl with  your looks and figure  should be in the limelight.   And I'm just the man  that can put you there.   Said he as he  twirled his black mustache  and eyed the proud beauty.   Who's he?                   Please."
WP112_holly,Richard Pryor Omit the Logic,Nine of them you could deal with.  But them other four could be a motherfucker now.  Richard was very intense... ..about his personal pride. And he didn't care where it took him.  ..about his personal pride. And he didn't care where it took him.  There was a huge benefit for gay pride at the Hollywood Bowl.
WP113_holly,Richard Pryor Omit the Logic,But them other four could be a motherfucker now.  Richard was very intense... ..about his personal pride. And he didn't care where it took him.  ..about his personal pride. And he didn't care where it took him.  There was a huge benefit for gay pride at the Hollywood Bowl.  A lot of performers were at the Hollywood Bowl
WP114_holly,Richard Pryor Omit the Logic,"Richard was very intense... ..about his personal pride. And he didn't care where it took him.  ..about his personal pride. And he didn't care where it took him.  There was a huge benefit for gay pride at the Hollywood Bowl.  A lot of performers were at the Hollywood Bowl  to lend their support,"
WP115_holly,Stars and Stripes Forever,"Which, I might add, is right up my avenue.   ♪ ♪ [ Band ]   ♪ Oh, why should the spirit of mortal be proud ♪   ♪ Like a fast-flitting meteor A fast-flying cloud ♪   ♪ A flash of the lightning A break of the wave ♪"
WP116_holly,Low Down,"Very good.  And I have one here that I need to read.  It's from ""a proud grandma."" It's Opal Mayer, or Meyer  I think it's Mayer. She pledged 35...  That was fantastic. I want you to hit that note..."
WP117_holly,Burning Blue,"- Hey- - Hey-  Look at you!  Jeannie would've been so proud of you, Will.  Dana's the one, Mama Lynch. Without him, I'd be toast.  William."
WP118_holly,Trick or Treat,I'll send the keys back up. You guys bring the rest.  Uh... Okay.  I can't do this. If you put me in a box... ...it makes me feel like you're not proud of me.  ...it makes me feel like you're not proud of me.  If you're not proud of me... - Hello? - Who's your favorite big sister?
WP119_holly,Trick or Treat,Uh... Okay.  I can't do this. If you put me in a box... ...it makes me feel like you're not proud of me.  ...it makes me feel like you're not proud of me.  If you're not proud of me... - Hello? - Who's your favorite big sister?  - Hello? - Who's your favorite big sister?
WP120_holly,Trick or Treat,I can't do this. If you put me in a box... ...it makes me feel like you're not proud of me.  ...it makes me feel like you're not proud of me.  If you're not proud of me... - Hello? - Who's your favorite big sister?  - Hello? - Who's your favorite big sister?  You there?
WP121_holly,Shirin in Love,plus I'm still expecting      more important people.        ( foreign language )      Aren't you proud of me?               Sure.       Any particular reason?
WP122_holly,Apostle Peter and the Last Supper,"to smite the Samaritans,  so enraged were we at their disrespect.  Will my pride cause me to stumble?  My intolerance, my bigotry?  Is it me, Lord?"
WP123_holly,The DUFF,"Now, that's a school-lunch story. Boom.  Copy that, circle it, write it.  Huh? Nailed it. I'm so proud of me.  We came up with that idea together, but mostly me.  Okay, next up, final assignment, all right?"
WP124_holly,The DUFF,"I watch a lot of Project  Runway. What's up?  Step one: First impressions matter,  so take some pride in your appearance.  Ladies, this is Bianca.  Take good care of her. I'm gonna get the hell out of this section."
WP125_holly,The DUFF,Coach says I might get to play some football this year.  What?  - I'm so proud of you. Good job. - Ah.  (BIANCA CHUCKLES)  Wow.
WP126_holly,Septien,"I was on the sidelines.  I was fucking bawling.  I was so proud of you.  You were the artist, not me.  Remember that time during practice"
WP127_holly,Night Editor,"You know what this means. You'll lose your job.  Maybe Martha and Doc. You'll go to jail.  It took a lot of guts. I'm proud of you, Tony.  Thanks, Ole.  I can guess why you told that story, Mr. Stewart."
WP128_holly,Rewind This!,"came out on VHS.  ♪  I'm very proud to say that I have 82 movies  that start with ""dead"", ""death"" and ""deadly"".  82. So, I've really made it."
WP129_holly,Rewind This!,or the only brother.  ♪  I don't know if this is the pride of my collection.  This is the tape that I've  gotten the most fun out of recently.
WP130_holly,Rewind This!,"by this guy Ronald Koontz,  who is the lead actor, writer, director, editor, cameraman,  and he 'proudced' the film.  Probably my favorite 'proudcer' is Ronald Koontz.  Now I'm getting into all the ones that I gasp about."
WP131_holly,Rewind This!,"who is the lead actor, writer, director, editor, cameraman,  and he 'proudced' the film.  Probably my favorite 'proudcer' is Ronald Koontz.  Now I'm getting into all the ones that I gasp about.  The Windows 95 Easy Instruction Video Guide,"
WP132_holly,Cobain Montage of Heck,"Wake me up with indecision  Help me trust your mighty wisdom  Yes, I eat cow, I am not proud  Just the fact that we were actually playing music live in a room,  it was amazing. It was, like, the most incredible thing I've ever done."
WP133_holly,In Football We Trust,"and football just happens to be the best way for us to do that.  Whoo hoo hoo!  Man: There's a lot of pride in our culture,  you know, letting people know that they come from  a... a great family"
WP134_holly,In Football We Trust,"He will screw up his scholarship for you.  Do... do you realize that?  I want to be the proud Mom  who goes in and checks in at the ticket box  and is like, ""My son is playing today."""
WP135_holly,In Football We Trust,"your little brother's gonna do.""  That's why I was so mad at myself.  Oh, I'm so proud of you.  Oh.  Woman: Vita!"
WP136_holly,The Bronze,"This, ladies and gentlemen, is quite remarkable.  You are star.  You will make me so proud.  Thousands of hours training together back at that little gym in Amherst, Ohio.  This is their moment."
WP137_holly,The Bronze,"Fuck! Fuck me, I suck! Fuck!  Time out, time out. Stand right there.  First of all, it makes me so proud to hear you curse normal.  Second, quit being so hard on yourself. All right? That's my job.  I want to shift gears."
WP138_holly,The Bronze,I think that you're super beautiful the way you are.  And you don't need to do that.  You should be proud of yourself.  You look like a windswept phoenix.  Okay. You ready for a dare?
WP139_holly,The Bronze,"What is truly remarkable is all that she's had to overcome  following the tragic loss of her longtime coach, Eleyna Pavleck.  I think Coach P would be super proud of you.  We make a good team, co-pilot.  - Did I just get promoted? - Don't get cocky."
WP140_holly,The Bronze,"I'm up at the top in a box.  I think I saw Maggie looking for me earlier.  Can you just... Can you tell her that I'm here, I'm cheering, and I am so, so proud of her?  Can you tell her that I'm here, I'm cheering, and I am so, so proud of her?  Yep."
WP141_holly,The Bronze,"I think I saw Maggie looking for me earlier.  Can you just... Can you tell her that I'm here, I'm cheering, and I am so, so proud of her?  Can you tell her that I'm here, I'm cheering, and I am so, so proud of her?  Yep.  Maggie, your mom just called. She said she's here and she loves you."
WP142_holly,The Bronze,"You give me a smile or a wave.  Or sometimes you break the celebrity boundary and come up to me,  tell me about where you were on the day I made this country proud.  There is a reason I call this town my home.  'Cause you fuckers remind me of who I am."
WP143_holly,When the Bough Breaks,"Just congratulate me.  - Jesus. What the...? - What?  No, congratulations, sweetheart. I am so proud of you.  I love you.  I'll see you tomorrow."
WP144_holly,Suing The Devil,"A lust of the flesh,  the lust of the eyes,  and the boastful pride of man.  And what is his mission?  He opposes everything that is good,"
WP145_holly,Beethoven's 3rd,"Help me!  I'm recording this.  Honey, this is great. I'm so proud of you.  I'm not cleaning this up! You better control yourselves!"
WP146_holly,Beethoven's 5th,"- Nice takedown, big guy. - (contented growl)  That's for taking my money, and that's for taking my dog.  Equaliser death-grip. Dad would be proud.  Meet the ghost of Moe and Rita. I must admit, the carnation was a nice touch.  Harold Herman, you're under arrest."
WP147_holly,The Corsican Brothers,"And so, Ladies and GentIemen,  Griffith Wagner Enterprises  ProudIy present to the crown coIony of Hong Kong  The Victoria Harbour TunneI.  PauI, sure you don't want me to follow you home?"
